dt,client_id,country,orders,value
2025-11-07,827,France,2,987.36
2025-09-28,77,Australia,2,682.91
2025-09-16,235,Mexico,4,1869.16
2025-10-25,647,Australia,4,1834.75
2025-11-04,730,Brazil,2,86.67
2025-06-26,150,India,4,1261.26
2025-07-25,703,India,5,2479.23
2025-10-13,519,Germany,1,434.74
2025-06-24,429,Japan,5,1636.99
2025-09-08,548,USA,1,302.65
2025-11-15,263,France,3,1033.2
2025-08-04,501,UK,3,1199.74
2025-11-09,666,USA,3,1101.85
2025-06-01,304,India,5,1913.29
2025-10-26,241,Canada,1,270.18
2025-10-29,154,Canada,2,331.22
2025-08-20,951,Australia,1,401.93
2025-08-13,134,UK,3,566.22
2025-07-05,139,Japan,3,818.14
2025-11-27,77,Australia,1,452.6
2025-09-24,959,UK,5,1256.9
2025-08-10,750,USA,1,263.84
2025-06-19,410,Germany,2,812.7
2025-06-19,508,Germany,5,1471.97
2025-09-16,234,Japan,3,1117.94
2025-06-04,809,Germany,2,542.51
2025-09-07,30,India,1,26.58
2025-09-08,724,UK,2,951.71
2025-07-09,270,Mexico,1,364.28
2025-07-02,295,Mexico,4,232.35
2025-07-15,854,India,1,286.74
2025-10-06,281,France,3,1452.48
2025-09-07,510,Brazil,5,1312.09
2025-08-25,772,Japan,2,504.76
2025-10-23,123,Australia,3,63.14
2025-10-31,201,India,4,1114.15
2025-11-25,638,Australia,5,1242.63
2025-07-28,350,USA,2,321.58
2025-06-22,692,Mexico,2,305.74
2025-11-07,655,Japan,2,200.62
2025-10-22,467,Canada,4,792.01
2025-08-24,888,India,2,211.33
2025-08-19,208,Brazil,2,336.16
2025-06-03,691,France,2,388.05
2025-09-11,400,USA,4,776.42
2025-10-16,754,Australia,1,96.54
2025-07-31,412,France,3,902.39
2025-08-05,72,India,1,202.97
2025-09-25,525,USA,1,18.56
2025-08-26,317,USA,5,2051.72
2025-10-29,479,Canada,3,827.1
2025-09-29,478,USA,2,715.6
2025-07-06,97,Australia,2,943.65
2025-09-24,960,Brazil,2,419.99
2025-10-05,877,India,2,684.45
2025-09-06,997,France,5,1921.94
2025-09-14,450,Japan,4,769.02
2025-10-13,306,USA,3,1026.13
2025-08-04,14,Germany,1,277.64
2025-07-27,654,India,2,89.65
2025-11-17,644,Japan,2,413.54
2025-07-05,408,Australia,5,1084.38
2025-07-08,710,Canada,5,85.4
2025-06-19,54,Germany,2,325.37
2025-09-25,614,Canada,1,439.48
2025-09-03,301,Mexico,3,235.8
2025-09-23,786,France,4,555.3
2025-09-06,423,France,4,186.73
2025-07-05,141,Japan,3,32.83
2025-11-10,927,Canada,3,768.66
2025-07-06,215,France,5,1332.95
2025-07-24,376,Japan,2,122.28
2025-07-07,791,Germany,2,151.27
2025-06-29,246,Brazil,2,865.11
2025-06-07,303,India,5,143.57
2025-09-12,386,France,2,761.15
2025-08-07,279,Japan,3,809.63
2025-10-11,993,France,5,218.26
2025-07-07,412,France,5,2098.2
2025-06-27,191,Mexico,3,1182.41
2025-10-07,725,Canada,5,2482.95
2025-08-18,51,Mexico,5,1777.95
2025-10-31,318,UK,1,231.14
2025-09-08,661,Australia,3,792.63
2025-11-04,931,Mexico,2,530.97
2025-07-28,439,France,1,427.83
2025-06-15,292,UK,3,395.87
2025-10-31,304,India,5,1869.09
2025-09-05,809,Germany,1,293.32
2025-10-15,761,Japan,3,118.32
2025-07-23,319,Canada,1,102.91
2025-11-03,489,Australia,4,1408.34
2025-09-01,990,Japan,5,1607.31
2025-10-08,93,Brazil,4,1276.32
2025-10-05,830,Germany,5,656.99
2025-09-10,374,Mexico,2,760.11
2025-10-07,642,Canada,1,47.24
2025-07-12,349,Australia,5,373.94
2025-09-23,464,Australia,4,870.46
2025-06-03,632,France,5,2387.15
2025-08-02,63,USA,3,1360.85
2025-11-25,516,Brazil,5,370.74
2025-06-20,960,Brazil,1,312.77
2025-06-05,646,India,1,301.8
2025-09-29,942,Japan,5,1024.19
2025-08-10,718,India,3,46.24
2025-06-17,292,UK,1,74.65
2025-06-19,157,Canada,1,301.66
2025-11-06,656,Japan,3,1158.85
2025-10-15,651,India,1,267.12
2025-09-20,276,France,1,353.97
2025-08-30,181,USA,5,216.38
2025-07-24,417,UK,5,1887.97
2025-11-11,3,France,3,1226.6
2025-07-13,564,Canada,1,257.44
2025-07-23,674,Australia,2,97.28
2025-06-13,80,Brazil,2,564.96
2025-10-06,479,Canada,3,545.16
2025-07-20,174,Japan,3,95.49
2025-06-09,952,Canada,4,1026.91
2025-10-18,526,Australia,4,1810.0
2025-06-28,681,Japan,3,1343.97
2025-10-15,534,India,5,792.19
2025-11-19,73,France,5,1609.86
2025-06-24,197,Mexico,3,554.81
2025-06-04,334,Canada,3,1303.98
2025-11-27,659,Australia,2,249.98
2025-09-12,941,Germany,1,344.09
2025-11-01,854,India,1,381.81
2025-06-24,414,France,2,408.52
2025-11-06,292,UK,3,166.98
2025-09-21,581,UK,2,163.28
2025-07-15,656,Japan,4,561.56
2025-09-11,248,Canada,2,727.51
2025-06-04,982,France,1,450.95
2025-09-14,671,India,5,211.94
2025-06-15,339,Germany,5,2102.57
2025-08-20,82,France,3,56.34
2025-09-16,19,Japan,4,1704.98
2025-06-19,644,Japan,5,381.09
2025-06-20,838,Canada,3,450.78
2025-08-15,926,Mexico,3,656.16
2025-06-19,196,USA,3,656.33
2025-06-24,583,India,1,74.25
2025-08-28,175,Mexico,1,31.16
2025-07-27,457,Japan,5,231.56
2025-08-08,906,Japan,4,423.3
2025-06-23,561,Australia,1,264.29
2025-11-06,778,UK,4,1705.75
2025-10-23,98,Mexico,4,1782.93
2025-07-05,929,Japan,3,761.85
2025-11-28,8,Germany,3,128.69
2025-11-13,445,USA,4,714.38
2025-10-23,505,Canada,5,806.99
2025-10-08,814,UK,2,307.31
2025-09-15,942,Japan,1,476.09
2025-08-05,261,France,2,662.96
2025-07-15,270,Mexico,1,163.86
2025-06-11,252,Germany,4,202.6
2025-07-30,651,India,3,479.49
2025-08-08,977,Mexico,1,218.15
2025-06-11,202,France,4,299.48
2025-09-12,694,France,1,394.13
2025-08-05,204,France,1,71.59
2025-10-01,488,UK,3,340.29
2025-10-14,268,Japan,3,1403.64
2025-08-23,500,Australia,4,613.95
2025-07-25,796,Germany,1,117.98
2025-08-07,921,Brazil,4,1222.89
2025-07-10,740,USA,3,520.55
2025-08-28,823,Germany,3,524.26
2025-08-29,471,Canada,3,1377.14
2025-09-21,426,Brazil,2,140.54
2025-08-23,708,India,1,465.11
2025-07-03,986,India,4,1898.46
2025-09-17,22,Japan,4,647.14
2025-11-03,419,Australia,5,200.14
2025-08-19,492,USA,5,2118.68
2025-11-17,175,Mexico,4,1911.89
2025-11-08,63,USA,2,292.46
2025-07-27,529,Japan,2,596.36
2025-06-30,224,Mexico,2,205.25
2025-07-21,358,Japan,1,170.21
2025-11-04,61,USA,4,556.52
2025-10-08,579,Germany,1,106.29
2025-08-20,296,Japan,1,353.1
2025-06-30,865,Mexico,1,66.92
2025-06-15,285,UK,4,723.56
2025-10-26,618,Mexico,5,725.98
2025-11-02,658,USA,4,1036.17
2025-09-28,626,Australia,4,1423.76
2025-06-19,18,Japan,2,626.85
2025-07-23,747,Canada,4,1525.52
2025-09-08,163,UK,1,331.13
2025-06-26,886,Canada,4,1468.97
2025-07-03,273,Australia,3,834.9
2025-07-09,957,France,2,35.99
2025-07-12,717,Brazil,4,1622.19
2025-07-09,724,UK,5,853.7
2025-07-30,492,USA,1,112.74
2025-11-19,102,India,5,456.94
2025-07-05,776,Brazil,1,351.61
2025-06-26,750,USA,4,277.44
2025-07-15,581,UK,5,1221.75
2025-11-26,829,UK,5,666.33
2025-09-10,204,France,3,1256.9
2025-07-05,383,Germany,2,138.58
2025-10-23,559,UK,4,42.39
2025-10-10,857,Germany,3,231.81
2025-09-29,73,France,1,236.55
2025-09-04,697,Japan,5,1897.71
2025-11-07,473,Australia,5,1526.78
2025-09-16,949,Australia,4,1412.8
2025-06-26,262,Germany,3,1296.64
2025-08-22,667,India,2,954.1
2025-06-08,154,Canada,1,292.51
2025-09-14,479,Canada,5,1460.19
2025-09-21,74,India,4,1501.02
2025-08-18,229,UK,1,44.88
2025-07-24,615,Germany,1,30.29
2025-08-02,23,France,1,162.23
2025-10-01,672,Canada,4,1071.92
2025-07-23,978,UK,1,184.09
2025-06-03,608,Japan,5,436.36
2025-07-25,629,India,2,273.23
2025-08-10,470,France,1,227.65
2025-06-06,777,Brazil,4,998.9
2025-08-29,379,Australia,5,1360.69
2025-06-14,207,France,2,679.39
2025-08-17,989,Mexico,4,1928.4
2025-08-04,867,Germany,1,129.87
2025-11-20,734,UK,4,1089.25
2025-07-14,500,Australia,1,390.89
2025-07-13,574,Mexico,4,1471.84
2025-06-25,61,USA,1,209.96
2025-07-30,368,Mexico,2,796.27
2025-07-18,863,Brazil,5,2167.67
2025-07-30,599,France,5,2395.93
2025-11-03,719,Mexico,3,175.67
2025-09-13,248,Canada,1,428.97
2025-06-03,458,Canada,2,655.87
2025-11-03,350,USA,5,2199.7
2025-07-07,18,Japan,1,402.43
2025-07-01,421,Brazil,3,919.4
2025-08-18,556,India,1,466.72
2025-06-01,873,Mexico,2,334.35
2025-10-12,604,UK,5,1971.75
2025-10-29,62,France,3,639.72
2025-08-31,145,France,3,368.83
2025-10-20,515,France,4,281.89
2025-07-05,484,Australia,2,692.07
2025-06-09,121,Australia,1,210.64
2025-08-26,843,Australia,1,205.71
2025-06-22,564,Canada,2,702.52
2025-06-16,127,UK,5,1995.02
2025-10-14,470,France,4,1920.38
2025-09-03,368,Mexico,4,1427.51
2025-06-28,564,Canada,4,482.35
2025-06-05,766,India,1,464.22
2025-10-14,287,USA,4,1214.68
2025-10-23,459,UK,1,360.0
2025-06-17,257,Germany,3,519.49
2025-11-01,709,Mexico,4,874.78
2025-10-19,945,Australia,1,183.33
2025-11-05,522,Germany,5,706.67
2025-06-02,42,India,5,240.14
2025-11-13,291,Germany,3,605.45
2025-11-18,234,Japan,5,841.11
2025-10-01,829,UK,3,109.59
2025-11-08,566,UK,3,235.89
2025-09-16,461,Brazil,1,201.05
2025-06-08,746,Brazil,5,1939.12
2025-09-01,895,UK,3,714.07
2025-07-20,887,Germany,4,1136.54
2025-09-04,189,Australia,2,42.84
2025-07-20,881,Japan,1,469.13
2025-08-08,973,India,4,1763.38
2025-09-12,970,India,5,227.3
2025-10-31,1,Japan,3,897.36
2025-07-31,628,Germany,5,141.3
2025-09-17,696,Australia,2,695.22
2025-11-01,114,Australia,2,384.87
2025-08-23,124,Mexico,4,1689.75
2025-08-09,357,Canada,2,217.49
2025-07-04,574,Mexico,4,434.93
2025-11-08,308,Japan,1,287.61
2025-08-04,703,India,5,1755.0
2025-08-14,925,France,2,994.2
2025-07-17,821,India,5,2013.04
2025-06-29,243,India,5,1361.05
2025-09-17,574,Mexico,5,407.01
2025-07-04,433,Australia,2,549.02
2025-08-05,532,Mexico,5,780.23
2025-10-18,621,Canada,1,415.91
2025-10-29,214,Canada,2,927.09
2025-08-21,146,USA,3,1240.54
2025-11-23,850,India,5,56.99
2025-09-25,702,Mexico,2,698.77
2025-08-03,942,Japan,2,163.5
2025-11-03,106,UK,5,1328.9
2025-11-08,930,France,5,673.86
2025-09-15,187,Australia,2,329.33
2025-11-05,679,Germany,2,53.94
2025-10-25,583,India,5,1616.33
2025-06-30,806,Australia,5,1483.15
2025-10-17,569,USA,3,1145.0
2025-06-16,649,France,1,189.56
2025-08-25,652,India,3,171.57
2025-07-14,326,USA,5,1149.28
2025-08-28,236,Japan,3,802.54
2025-10-28,397,UK,2,611.22
2025-06-02,391,UK,3,812.87
2025-10-10,921,Brazil,1,355.31
2025-09-01,452,Canada,2,700.03
2025-08-24,16,Australia,4,858.35
2025-09-12,500,Australia,5,986.86
2025-11-10,633,UK,2,885.54
2025-09-23,799,Australia,3,948.89
2025-08-03,313,UK,2,38.72
2025-09-21,626,Australia,5,1442.69
2025-09-16,906,Japan,4,461.62
2025-09-10,185,Brazil,3,249.59
2025-06-08,726,USA,2,579.0
2025-06-30,797,Australia,3,78.09
2025-10-17,863,Brazil,2,97.34
2025-09-08,126,USA,1,144.72
2025-10-17,259,Canada,2,585.11
2025-10-19,867,Germany,3,1178.27
2025-07-18,851,France,5,1309.98
2025-08-05,41,Canada,2,685.73
2025-09-22,279,Japan,3,645.69
2025-08-18,409,USA,4,1045.75
2025-09-08,589,Canada,3,595.71
2025-09-20,326,USA,3,829.89
2025-06-27,218,Germany,3,55.24
2025-08-23,51,Mexico,2,782.08
2025-07-24,767,India,5,2362.35
2025-09-10,519,Germany,5,1106.79
2025-06-30,331,France,1,409.99
2025-09-24,941,Germany,4,886.99
2025-06-10,17,France,2,137.5
2025-09-08,308,Japan,4,589.74
2025-07-25,74,India,1,178.82
2025-10-02,286,Australia,5,1980.36
2025-07-20,136,Germany,1,276.11
2025-11-02,1,Japan,4,1613.76
2025-08-09,602,Brazil,3,1066.56
2025-10-27,984,Germany,3,1464.3
2025-06-22,306,USA,1,209.35
2025-07-26,356,UK,3,1456.84
2025-10-23,701,Germany,3,782.39
2025-06-14,573,France,4,432.03
2025-08-16,515,France,1,39.31
2025-10-17,288,UK,2,948.28
2025-08-28,429,Japan,4,937.69
2025-11-04,457,Japan,5,2228.1
2025-09-16,82,France,3,540.95
2025-08-17,292,UK,5,792.08
2025-07-10,581,UK,1,83.78
2025-08-23,871,Australia,5,908.65
2025-11-20,364,India,4,152.95
2025-08-17,129,Brazil,4,1464.34
2025-09-01,229,UK,4,895.45
2025-07-22,864,Brazil,4,979.55
2025-11-02,278,France,2,666.43
2025-11-18,432,Mexico,2,752.26
2025-06-12,982,France,3,1336.38
2025-07-29,376,Japan,4,350.37
2025-07-30,136,Germany,2,655.39
2025-10-18,230,Brazil,4,1922.4
2025-11-06,696,Australia,3,1496.96
2025-10-17,908,Mexico,2,692.36
2025-11-26,743,India,2,907.05
2025-09-19,336,Brazil,5,1945.81
2025-06-23,777,Brazil,4,1394.36
2025-08-13,211,India,3,1218.28
2025-07-11,218,Germany,3,369.61
2025-08-30,55,Mexico,3,662.46
2025-11-24,209,Germany,2,261.05
2025-06-17,578,USA,5,1789.37
2025-08-31,755,UK,5,1041.29
2025-11-21,330,Canada,3,909.03
2025-10-01,411,UK,5,1434.25
2025-07-27,311,India,3,789.15
2025-10-30,418,Germany,3,538.73
2025-08-01,83,Germany,1,244.59
2025-09-09,198,Japan,2,872.6
2025-10-30,512,Canada,1,32.91
2025-09-01,423,France,5,201.66
2025-08-22,226,UK,4,1201.78
2025-09-27,791,Germany,4,989.43
2025-07-28,581,UK,5,172.26
2025-10-12,988,Canada,1,51.75
2025-07-05,985,Brazil,3,1290.54
2025-08-23,507,UK,3,1021.2
2025-08-25,742,India,3,999.72
2025-09-01,179,Canada,5,481.37
2025-06-11,541,Germany,4,1644.11
2025-11-21,63,USA,1,319.05
2025-09-24,481,France,5,2416.63
2025-10-23,320,USA,4,1553.79
2025-07-29,289,Mexico,1,408.07
2025-08-12,157,Canada,1,257.64
2025-07-17,757,Mexico,3,774.63
2025-11-17,668,Australia,5,2211.48
2025-07-29,880,Brazil,4,52.31
2025-10-19,127,UK,2,620.81
2025-06-24,341,Australia,4,1636.63
2025-06-27,266,USA,2,535.19
2025-10-25,713,Japan,1,187.69
2025-11-14,869,Canada,4,1668.68
2025-10-11,662,Brazil,4,594.21
2025-09-30,118,UK,1,208.84
2025-07-31,289,Mexico,2,876.79
2025-08-06,527,Japan,3,583.15
2025-08-20,537,Brazil,4,113.65
2025-06-14,468,India,3,1344.86
2025-08-30,722,UK,1,300.22
2025-10-22,983,USA,5,331.49
2025-07-14,864,Brazil,2,992.23
2025-07-25,866,Canada,5,1112.04
2025-09-09,815,Germany,1,274.26
2025-09-05,697,Japan,4,660.94
2025-07-10,885,Japan,2,269.93
2025-08-23,609,France,3,667.29
2025-09-09,686,Germany,2,959.43
2025-11-05,444,Australia,2,502.34
2025-06-21,51,Mexico,4,204.5
2025-08-14,851,France,3,797.93
2025-10-23,459,UK,4,1037.13
2025-10-20,954,Japan,5,655.64
2025-07-25,502,Germany,1,479.24
2025-08-20,712,France,1,320.65
2025-07-17,617,India,1,325.94
2025-10-08,133,Japan,3,740.12
2025-10-30,775,Australia,2,437.07
2025-11-14,817,Australia,2,84.26
2025-07-06,709,Mexico,1,166.66
2025-07-02,377,USA,2,886.67
2025-06-03,293,Brazil,5,1736.44
2025-07-15,559,UK,5,1942.85
2025-10-18,42,India,2,347.8
2025-07-24,900,Brazil,5,369.76
2025-08-22,415,France,4,1148.65
2025-09-10,56,Brazil,1,203.14
2025-08-16,332,Japan,2,923.93
2025-08-05,618,Mexico,5,1380.79
2025-09-25,302,Canada,1,125.9
2025-11-05,630,Japan,1,417.55
2025-11-21,703,India,1,362.82
2025-07-24,173,Japan,4,627.55
2025-09-23,416,Brazil,1,123.71
2025-06-10,632,France,4,1954.04
2025-11-28,906,Japan,5,686.33
2025-08-15,251,USA,2,590.69
2025-11-28,179,Canada,4,1352.47
2025-10-08,373,India,4,544.83
2025-10-25,71,Mexico,2,335.58
2025-06-03,546,UK,2,48.44
2025-06-18,379,Australia,3,42.54
2025-11-27,447,Germany,1,389.1
2025-06-14,831,Japan,3,1469.69
2025-07-08,35,Japan,4,1057.18
2025-11-28,699,France,2,292.13
2025-06-20,972,Japan,5,448.62
2025-09-14,973,India,3,899.06
2025-07-27,305,USA,1,393.0
2025-06-17,625,India,2,603.01
2025-06-23,365,Japan,5,1384.8
2025-06-09,122,France,2,86.97
2025-10-25,604,UK,1,432.93
2025-07-30,454,India,2,653.33
2025-10-03,600,Brazil,5,329.46
2025-11-23,60,Japan,5,377.16
2025-09-29,318,UK,1,239.02
2025-08-24,156,Germany,2,230.25
2025-08-04,407,USA,5,1353.81
2025-06-08,846,Mexico,2,24.73
2025-06-05,681,Japan,1,352.36
2025-07-13,90,USA,4,415.19
2025-06-12,751,India,3,61.03
2025-06-05,68,Japan,5,1926.11
2025-06-19,31,France,4,704.64
2025-09-04,393,India,1,27.08
2025-06-11,939,Japan,3,612.33
2025-06-21,891,Germany,3,791.7
2025-10-19,371,Germany,1,11.78
2025-08-13,791,Germany,5,771.35
2025-06-12,438,Mexico,5,2383.55
2025-09-23,465,Brazil,4,1856.17
2025-07-21,878,India,5,1435.58
2025-07-08,672,Canada,1,202.68
2025-10-23,851,France,1,208.39
2025-08-09,527,Japan,3,901.17
2025-08-06,7,Brazil,3,1267.45
2025-10-03,742,India,5,2100.11
2025-09-17,467,Canada,4,1871.34
2025-06-03,389,USA,1,83.85
2025-09-27,949,Australia,3,794.4
2025-09-11,529,Japan,4,143.16
2025-06-07,884,USA,5,1538.74
2025-11-24,934,USA,1,242.89
2025-06-14,382,Brazil,2,878.58
2025-06-18,931,Mexico,1,87.11
2025-11-09,260,USA,2,702.37
2025-06-09,398,Australia,5,281.59
2025-08-03,73,France,5,1707.48
2025-09-07,451,Germany,2,427.36
2025-10-24,835,Mexico,2,798.37
2025-10-12,507,UK,4,83.76
2025-11-10,9,Japan,4,1244.54
2025-11-01,2,Australia,1,231.4
2025-07-28,112,Japan,5,671.66
2025-08-06,440,Canada,5,240.88
2025-06-24,363,India,4,1784.87
2025-06-14,712,France,1,266.09
2025-07-04,170,Japan,3,1453.43
2025-09-29,301,Mexico,2,672.41
2025-11-16,602,Brazil,4,454.05
2025-09-14,430,USA,2,260.58
2025-10-11,230,Brazil,5,1470.93
2025-11-17,78,Australia,2,169.34
2025-06-16,552,Germany,4,1161.41
2025-09-09,512,Canada,2,718.29
2025-09-12,964,Brazil,2,37.88
2025-10-06,755,UK,5,2056.83
2025-06-10,214,Canada,4,1483.46
2025-09-14,172,Germany,4,822.8
2025-09-22,10,Australia,5,1475.58
2025-10-17,276,France,3,924.81
2025-10-13,476,Mexico,3,1393.59
2025-08-19,218,Germany,3,1145.24
2025-07-26,904,USA,4,614.26
2025-06-20,792,France,1,178.38
2025-08-18,769,Brazil,2,671.7
2025-06-02,571,India,2,980.28
2025-10-24,475,Canada,3,514.17
2025-11-21,91,UK,4,1683.09
2025-10-28,530,USA,3,1016.2
2025-07-27,426,Brazil,1,249.87
2025-10-29,31,France,5,1272.01
2025-09-10,993,France,2,785.19
2025-09-25,191,Mexico,1,376.06
2025-11-09,49,Australia,3,1184.14
2025-10-17,124,Mexico,2,859.62
2025-09-13,456,Japan,2,229.46
2025-06-20,722,UK,4,1080.31
2025-07-23,374,Mexico,2,211.25
2025-11-24,942,Japan,5,1480.98
2025-07-05,288,UK,3,331.42
2025-10-29,98,Mexico,2,203.95
2025-08-17,254,Mexico,5,1964.15
2025-09-08,597,Japan,4,1117.84
2025-07-15,779,UK,2,163.48
2025-09-05,455,India,5,2145.96
2025-11-20,451,Germany,1,20.22
2025-11-04,494,Japan,1,259.01
2025-08-08,492,USA,4,497.86
2025-10-02,853,Brazil,1,200.61
2025-07-02,783,Germany,2,85.13
2025-07-16,949,Australia,2,630.48
2025-10-14,266,USA,2,865.21
2025-06-09,721,India,5,617.96
2025-10-10,792,France,3,593.02
2025-06-09,887,Germany,3,382.09
2025-06-05,744,USA,2,588.89
2025-11-11,95,France,3,353.57
2025-08-20,167,Mexico,1,365.26
2025-06-22,34,France,4,82.89
2025-07-28,190,Germany,1,357.89
2025-08-10,305,USA,2,776.45
2025-09-28,766,India,2,310.53
2025-07-24,544,India,2,435.37
2025-06-21,416,Brazil,4,190.29
2025-09-21,677,Japan,1,271.33
2025-10-09,989,Mexico,3,1443.31
2025-08-28,955,UK,4,776.6
2025-11-14,501,UK,2,868.59
2025-06-18,777,Brazil,4,1322.75
2025-09-10,29,UK,3,814.52
2025-08-07,271,India,4,867.43
2025-08-08,336,Brazil,3,32.18
2025-10-27,590,Canada,5,2374.05
2025-07-22,884,USA,4,933.53
2025-11-21,648,Japan,1,247.32
2025-08-30,563,Mexico,5,1389.69
2025-07-10,512,Canada,3,366.79
2025-11-23,984,Germany,5,235.6
2025-10-13,287,USA,3,67.69
2025-06-30,957,France,4,1447.47
2025-06-22,261,France,4,1092.85
2025-10-23,131,Canada,3,309.66
2025-11-18,748,India,5,2270.59
2025-07-29,609,France,4,1428.17
2025-08-06,443,Japan,2,263.91
2025-08-13,326,USA,3,1258.21
2025-07-30,568,Germany,3,501.63
2025-10-30,180,India,4,235.72
2025-10-14,697,Japan,4,1993.94
2025-10-31,356,UK,4,1790.97
2025-09-19,144,UK,1,260.38
2025-09-17,37,Canada,4,1450.36
2025-10-07,48,Canada,1,373.63
2025-06-09,625,India,5,803.11
2025-06-14,710,Canada,3,235.73
2025-07-29,166,UK,3,1046.46
2025-10-18,130,Japan,3,816.4
2025-09-24,319,Canada,5,959.29
2025-08-05,465,Brazil,5,53.92
2025-07-10,731,USA,1,222.44
2025-06-30,642,Canada,4,1894.86
2025-06-26,964,Brazil,1,160.75
2025-08-14,868,Australia,1,16.8
2025-10-25,128,Japan,3,670.27
2025-10-25,404,Mexico,3,886.51
2025-06-20,647,Australia,5,661.04
2025-10-21,439,France,5,255.86
2025-10-16,24,Germany,2,619.47
2025-09-01,588,UK,5,125.82
2025-06-27,626,Australia,3,863.95
2025-08-19,835,Mexico,2,114.9
2025-10-09,935,France,1,160.96
2025-09-04,214,Canada,3,381.16
2025-11-04,89,USA,5,1775.2
2025-11-03,235,Mexico,4,1672.41
2025-08-31,883,Brazil,4,622.89
2025-06-29,703,India,1,60.05
2025-07-06,368,Mexico,1,97.96
2025-09-17,338,Japan,1,469.92
2025-08-20,480,Mexico,2,803.02
2025-07-29,552,Germany,2,524.27
2025-09-09,315,Japan,3,252.18
2025-06-09,702,Mexico,1,494.05
2025-07-29,852,France,3,485.67
2025-08-20,557,Japan,2,787.79
2025-07-20,728,Canada,1,161.82
2025-06-25,180,India,3,1404.65
2025-06-14,242,UK,4,483.45
2025-06-29,43,Canada,5,998.62
2025-07-24,771,Australia,3,757.17
2025-06-04,205,India,4,1989.65
2025-10-01,248,Canada,4,524.07
2025-09-17,13,USA,3,1331.52
2025-08-15,417,UK,4,1924.83
2025-06-10,917,Canada,2,382.7
2025-08-10,276,France,3,533.94
2025-06-29,96,India,3,875.79
2025-07-23,452,Canada,3,191.82
2025-11-20,357,Canada,2,42.77
2025-07-01,991,Canada,5,505.03
2025-07-31,246,Brazil,2,341.43
2025-08-09,9,Japan,2,912.66
2025-10-20,525,USA,4,1697.41
2025-11-25,531,Japan,5,686.5
2025-11-21,184,Germany,5,935.81
2025-08-06,841,Germany,1,484.85
2025-08-28,701,Germany,3,1024.69
2025-07-11,990,Japan,4,1886.61
2025-10-04,155,France,3,854.59
2025-07-02,437,UK,5,118.02
2025-11-25,275,Japan,3,1139.77
2025-06-16,733,France,4,321.64
2025-06-13,376,Japan,4,1950.63
2025-09-01,305,USA,1,27.14
2025-09-13,104,Japan,2,774.04
2025-09-18,373,India,2,93.53
2025-09-25,634,Japan,3,1114.65
2025-07-04,756,Japan,3,1345.0
2025-10-15,839,Canada,2,509.7
2025-11-19,670,France,2,501.92
2025-07-07,649,France,5,575.4
2025-09-23,182,USA,1,433.3
2025-08-12,736,USA,2,511.97
2025-09-18,645,India,4,1820.76
2025-07-10,82,France,2,568.34
2025-10-10,331,France,5,1722.44
2025-08-12,468,India,3,839.65
2025-11-24,560,Brazil,3,768.58
2025-06-25,543,France,2,806.48
2025-06-20,414,France,2,248.96
2025-09-25,35,Japan,4,1079.29
2025-08-17,881,Japan,1,55.44
2025-11-10,834,Mexico,2,264.64
2025-09-21,416,Brazil,3,1370.42
2025-10-19,421,Brazil,1,499.58
2025-08-15,959,UK,5,200.79
2025-11-23,575,Canada,4,1432.66
2025-09-22,929,Japan,1,228.03
2025-06-14,184,Germany,3,263.86
2025-11-15,836,UK,4,1469.66
2025-09-25,199,Canada,3,112.58
2025-08-08,246,Brazil,5,401.61
2025-06-15,563,Mexico,5,1175.53
2025-09-08,853,Brazil,1,268.11
2025-07-01,197,Mexico,3,35.02
2025-08-18,311,India,3,1344.68
2025-11-20,351,UK,4,633.89
2025-06-19,398,Australia,1,283.34
2025-10-15,943,India,1,388.32
2025-08-06,913,Canada,4,230.63
2025-09-22,915,Mexico,5,542.76
2025-11-10,61,USA,1,345.7
2025-07-12,864,Brazil,2,48.62
2025-08-30,746,Brazil,1,432.86
2025-08-09,840,Mexico,1,144.3
2025-08-02,882,Japan,1,51.53
2025-11-22,262,Germany,1,445.02
2025-08-22,463,USA,2,580.25
2025-09-10,616,UK,3,781.81
2025-07-22,930,France,1,410.15
2025-08-06,341,Australia,2,77.91
2025-08-12,966,France,3,888.74
2025-06-16,484,Australia,3,300.95
2025-11-18,325,USA,3,1233.31
2025-06-10,187,Australia,1,460.38
2025-07-13,535,Germany,3,89.81
2025-06-16,927,Canada,1,321.56
2025-06-05,101,Canada,2,843.52
2025-10-20,583,India,1,360.03
2025-10-27,3,France,1,184.43
2025-10-29,851,France,1,387.09
2025-06-23,705,Mexico,1,453.45
2025-10-05,854,India,5,2304.43
2025-10-31,652,India,1,187.26
2025-09-13,852,France,2,194.91
2025-07-05,100,Brazil,3,1221.12
2025-07-31,698,Mexico,5,116.62
2025-07-04,456,Japan,5,1430.83
2025-11-15,530,USA,1,258.28
2025-09-11,587,Brazil,2,364.35
2025-07-12,410,Germany,2,162.26
2025-07-17,514,UK,2,994.26
2025-10-12,821,India,5,600.34
2025-06-05,298,Australia,3,880.45
2025-08-07,747,Canada,5,2034.89
